"SA3_CODE16","sex","age_group","calendar_year","number_of_enrolment"
20903,"female","18-24","2019",2885
20903,"female","18-24","2020",2763
20903,"female","18-24","2021",2734
20903,"female","18-24","2022",2665
20903,"male","18-24","2008",3284
20903,"male","18-24","2009",3236
20903,"male","18-24","2010",3282
20903,"male","18-24","2011",3487
20903,"male","18-24","2012",3429
20903,"male","18-24","2013",3581
20903,"male","18-24","2014",3885
20903,"male","18-24","2015",3008
20903,"male","18-24","2016",3133
20903,"male","18-24","2017",3069
20903,"male","18-24","2018",2988
20903,"male","18-24","2019",3134
20903,"male","18-24","2020",2976
20903,"male","18-24","2021",2982
20903,"male","18-24","2022",2966
20904,"female","18-24","2015",5848
20904,"female","18-24","2016",6165
20904,"female","18-24","2017",5875
20904,"female","18-24","2018",5875
20904,"female","18-24","2019",8043
20904,"female","18-24","2020",7924
20904,"female","18-24","2021",7903
20904,"female","18-24","2022",8098
20904,"male","18-24","2015",5903
20904,"male","18-24","2016",6123
20904,"male","18-24","2017",5926
20904,"male","18-24","2018",5750
20904,"male","18-24","2019",7791
20904,"male","18-24","2020",7786
20904,"male","18-24","2021",7760
20904,"male","18-24","2022",7944
21001,"female","18-24","2015",1981
21001,"female","18-24","2016",2018
21001,"female","18-24","2017",1944
21001,"female","18-24","2018",1951
21001,"female","18-24","2019",1954
21001,"female","18-24","2020",1923
21001,"female","18-24","2021",1954
21001,"female","18-24","2022",1975
21001,"male","18-24","2015",1998
21001,"male","18-24","2016",2139
21001,"male","18-24","2017",2109
21001,"male","18-24","2018",2080
21001,"male","18-24","2019",2178
21001,"male","18-24","2020",2112
21001,"male","18-24","2021",2098
21001,"male","18-24","2022",2109
21002,"female","18-24","2015",1046
21002,"female","18-24","2016",1152
21002,"female","18-24","2017",1096
21002,"female","18-24","2018",1089
21002,"female","18-24","2019",1123
21002,"female","18-24","2020",1083
21002,"female","18-24","2021",1066
21002,"female","18-24","2022",1056
21002,"male","18-24","2015",1075
21002,"male","18-24","2016",1113
21002,"male","18-24","2017",1087
21002,"male","18-24","2018",1078
21002,"male","18-24","2019",1176
21002,"male","18-24","2020",1138
21002,"male","18-24","2021",1170
21002,"male","18-24","2022",1181
21003,"female","18-24","2015",1278
21003,"female","18-24","2016",1331
21003,"female","18-24","2017",1306
21003,"female","18-24","2018",1349
21003,"female","18-24","2019",2308
21003,"female","18-24","2020",2305
21003,"female","18-24","2021",2288
21003,"female","18-24","2022",2251
21003,"male","18-24","2015",1164
21003,"male","18-24","2016",1280
21003,"male","18-24","2017",1298
21003,"male","18-24","2018",1351
21003,"male","18-24","2019",2279
21003,"male","18-24","2020",2263
21003,"male","18-24","2021",2188
21003,"male","18-24","2022",2214
21004,"female","18-24","2015",1615
21004,"female","18-24","2016",1738
21004,"female","18-24","2017",1673
21004,"female","18-24","2018",1706
21004,"female","18-24","2019",1729
21004,"female","18-24","2020",1675
21004,"female","18-24","2021",1543
21004,"female","18-24","2022",1510
21004,"male","18-24","2015",1602
21004,"male","18-24","2016",1727
21004,"male","18-24","2017",1657
21004,"male","18-24","2018",1622
21004,"male","18-24","2019",1729
21004,"male","18-24","2020",1678
21004,"male","18-24","2021",1617
21004,"male","18-24","2022",1619
21005,"female","18-24","2015",4117
21005,"female","18-24","2016",4419
21005,"female","18-24","2017",4359
21005,"female","18-24","2018",4273
21005,"female","18-24","2019",6600
21005,"female","18-24","2020",6649
21005,"female","18-24","2021",6781
21005,"female","18-24","2022",6878
21005,"male","18-24","2015",4137
21005,"male","18-24","2016",4339
21005,"male","18-24","2017",4316
21005,"male","18-24","2018",4171
21005,"male","18-24","2019",6356
21005,"male","18-24","2020",6409
21005,"male","18-24","2021",6475
21005,"male","18-24","2022",6616
21101,"female","18-24","2015",4250
21101,"female","18-24","2016",4408
21101,"female","18-24","2017",4210
21101,"female","18-24","2018",4079
21101,"female","18-24","2019",6163
21101,"female","18-24","2020",5873
21101,"female","18-24","2021",5706
21101,"female","18-24","2022",5581
21101,"male","18-24","2015",4131
21101,"male","18-24","2016",4415
21101,"male","18-24","2017",4310
21101,"male","18-24","2018",4270
21101,"male","18-24","2019",6400
21101,"male","18-24","2020",6092
21101,"male","18-24","2021",5947
21101,"male","18-24","2022",5926
21102,"female","18-24","2015",1135
21102,"female","18-24","2016",1207
21102,"female","18-24","2017",1127
21102,"female","18-24","2018",1132
21102,"female","18-24","2019",1206
21102,"female","18-24","2020",1161
21102,"female","18-24","2021",1177
21102,"female","18-24","2022",1157
21102,"male","18-24","2015",1199
21102,"male","18-24","2016",1318
21102,"male","18-24","2017",1297
21102,"male","18-24","2018",1272
21102,"male","18-24","2019",1325
21102,"male","18-24","2020",1268
21102,"male","18-24","2021",1252
21102,"male","18-24","2022",1303
21103,"female","18-24","2015",2943
21103,"female","18-24","2016",3090
21103,"female","18-24","2017",2925
21103,"female","18-24","2018",2846
21103,"female","18-24","2019",4031
21103,"female","18-24","2020",3871
21103,"female","18-24","2021",3746
21103,"female","18-24","2022",3705
21103,"male","18-24","2015",2944
21103,"male","18-24","2016",3159
21103,"male","18-24","2017",3043
21103,"male","18-24","2018",2902
21103,"male","18-24","2019",4131
21103,"male","18-24","2020",4000
21103,"male","18-24","2021",3926
21103,"male","18-24","2022",3966
21104,"female","18-24","2015",1856
21104,"female","18-24","2016",1949
21104,"female","18-24","2017",1856
21104,"female","18-24","2018",1888
21104,"female","18-24","2019",1985
21104,"female","18-24","2020",1957
21104,"female","18-24","2021",1975
21104,"female","18-24","2022",1923
21104,"male","18-24","2015",1872
21104,"male","18-24","2016",2015
21104,"male","18-24","2017",1947
21104,"male","18-24","2018",1889
21104,"male","18-24","2019",2057
21104,"male","18-24","2020",2035
21104,"male","18-24","2021",2056
21104,"male","18-24","2022",2165
21105,"female","18-24","2015",5641
21105,"female","18-24","2016",6024
21105,"female","18-24","2017",5728
21105,"female","18-24","2018",5776
21105,"female","18-24","2019",5921
21105,"female","18-24","2020",5643
21105,"female","18-24","2021",5424
21105,"female","18-24","2022",5398
21105,"male","18-24","2015",5764
21105,"male","18-24","2016",6132
21105,"male","18-24","2017",5878
21105,"male","18-24","2018",5728
21105,"male","18-24","2019",5933
21105,"male","18-24","2020",5793
21105,"male","18-24","2021",5575
21105,"male","18-24","2022",5462
21201,"female","18-24","2015",3315
21201,"female","18-24","2016",3710
21201,"female","18-24","2017",3717
21201,"female","18-24","2018",3880
21201,"female","18-24","2019",4253
21201,"female","18-24","2020",4196
21201,"female","18-24","2021",4180
21201,"female","18-24","2022",4125
21201,"male","18-24","2015",3128
21201,"male","18-24","2016",3596
21201,"male","18-24","2017",3625
21201,"male","18-24","2018",3662
21201,"male","18-24","2019",3959
21201,"male","18-24","2020",3962
21201,"male","18-24","2021",4027
21201,"male","18-24","2022",4159
21202,"female","18-24","2015",2939
21202,"female","18-24","2016",3143
21202,"female","18-24","2017",3079
21202,"female","18-24","2018",3028
21202,"female","18-24","2019",5191
21202,"female","18-24","2020",4946
21202,"female","18-24","2021",4877
21202,"female","18-24","2022",4791
21202,"male","18-24","2015",2917
21202,"male","18-24","2016",3123
21202,"male","18-24","2017",3107
21202,"male","18-24","2018",3057
21202,"male","18-24","2019",5459
21202,"male","18-24","2020",5381
21202,"male","18-24","2021",5212
21202,"male","18-24","2022",5225
21203,"female","18-24","2008",3293
21203,"female","18-24","2009",3156
21203,"female","18-24","2010",3042
21203,"female","18-24","2011",2950
21203,"female","18-24","2012",2771
21203,"female","18-24","2013",2741
21203,"female","18-24","2014",2760
21203,"female","18-24","2015",4130
21203,"female","18-24","2016",4672
21203,"female","18-24","2017",4763
21203,"female","18-24","2018",5052
21203,"female","18-24","2019",6960
21203,"female","18-24","2020",7107
21203,"female","18-24","2021",7208
21203,"female","18-24","2022",7549
21203,"male","18-24","2008",3232
21203,"male","18-24","2009",3151
21203,"male","18-24","2010",3035
21203,"male","18-24","2011",3022
21203,"male","18-24","2012",2874
21203,"male","18-24","2013",2867
21203,"male","18-24","2014",2914
21203,"male","18-24","2015",4041
21203,"male","18-24","2016",4713
21203,"male","18-24","2017",4761
21203,"male","18-24","2018",4963
21203,"male","18-24","2019",6958
21203,"male","18-24","2020",6996
21203,"male","18-24","2021",7173
21203,"male","18-24","2022",7419
21204,"female","18-24","2008",2487
21204,"female","18-24","2009",2372
21204,"female","18-24","2010",2350
21204,"female","18-24","2011",2357
21204,"female","18-24","2012",2295
21204,"female","18-24","2013",2355
21204,"female","18-24","2014",2416
21204,"female","18-24","2015",4559
21204,"female","18-24","2016",4894
21204,"female","18-24","2017",4689
21204,"female","18-24","2018",4577
21204,"female","18-24","2019",5440
21204,"female","18-24","2020",5387
21204,"female","18-24","2021",5363
21204,"female","18-24","2022",5442
21204,"male","18-24","2008",2422
21204,"male","18-24","2009",2320
21204,"male","18-24","2010",2226
21204,"male","18-24","2011",2280
21204,"male","18-24","2012",2161
21204,"male","18-24","2013",2233
21204,"male","18-24","2014",2335
21204,"male","18-24","2015",4783
21204,"male","18-24","2016",5175
21204,"male","18-24","2017",4954
21204,"male","18-24","2018",4669
21204,"male","18-24","2019",5770
21204,"male","18-24","2020",5700
21204,"male","18-24","2021",5518
21204,"male","18-24","2022",5576
21205,"female","18-24","2015",5433
21205,"female","18-24","2016",5728
21205,"female","18-24","2017",5565
21205,"female","18-24","2018",5586
21205,"female","18-24","2019",5850
21205,"female","18-24","2020",5634
21205,"female","18-24","2021",5697
21205,"female","18-24","2022",5823
21205,"male","18-24","2015",5719
21205,"male","18-24","2016",6188
21205,"male","18-24","2017",5935
21205,"male","18-24","2018",5852
21205,"male","18-24","2019",6185
21205,"male","18-24","2020",6045
21205,"male","18-24","2021",5972
21205,"male","18-24","2022",6074
21301,"female","18-24","2015",6055
21301,"female","18-24","2016",6395
21301,"female","18-24","2017",6229
21301,"female","18-24","2018",5974
21301,"female","18-24","2019",6204
21301,"female","18-24","2020",5953
21301,"female","18-24","2021",5805
21301,"female","18-24","2022",5781
21301,"male","18-24","2015",6165
21301,"male","18-24","2016",6364
21301,"male","18-24","2017",6288
21301,"male","18-24","2018",5944
21301,"male","18-24","2019",6139
21301,"male","18-24","2020",5937
21301,"male","18-24","2021",5792
21301,"male","18-24","2022",5725
21302,"female","18-24","2015",2617
21302,"female","18-24","2016",2762
21302,"female","18-24","2017",2629
21302,"female","18-24","2018",2624
21302,"female","18-24","2019",2714
21302,"female","18-24","2020",2616
21302,"female","18-24","2021",2526
21302,"female","18-24","2022",2498
21302,"male","18-24","2015",2584
21302,"male","18-24","2016",2784
21302,"male","18-24","2017",2769
21302,"male","18-24","2018",2721
21302,"male","18-24","2019",2880
21302,"male","18-24","2020",2684
21302,"male","18-24","2021",2595
21302,"male","18-24","2022",2546
21303,"female","18-24","2015",2243
21303,"female","18-24","2016",2474
21303,"female","18-24","2017",2395
21303,"female","18-24","2018",2444
21303,"female","18-24","2019",2561
21303,"female","18-24","2020",2414
21303,"female","18-24","2021",2297
21303,"female","18-24","2022",2479
21303,"male","18-24","2015",2104
21303,"male","18-24","2016",2390
21303,"male","18-24","2017",2382
21303,"male","18-24","2018",2415
21303,"male","18-24","2019",2498
21303,"male","18-24","2020",2317
21303,"male","18-24","2021",2234
21303,"male","18-24","2022",2361
21304,"female","18-24","2015",4022
21304,"female","18-24","2016",4383
21304,"female","18-24","2017",4419
21304,"female","18-24","2018",4673
21304,"female","18-24","2019",6064
21304,"female","18-24","2020",6182
21304,"female","18-24","2021",6353
21304,"female","18-24","2022",6639
21304,"male","18-24","2015",3894
21304,"male","18-24","2016",4307
21304,"male","18-24","2017",4375
21304,"male","18-24","2018",4455
21304,"male","18-24","2019",5887
21304,"male","18-24","2020",6042
21304,"male","18-24","2021",6214
21304,"male","18-24","2022",6529
21305,"female","18-24","2015",4009
21305,"female","18-24","2016",4268
21305,"female","18-24","2017",4276
21305,"female","18-24","2018",4279
21305,"female","18-24","2019",7374
21305,"female","18-24","2020",7437
21305,"female","18-24","2021",7528
21305,"female","18-24","2022",7833
21305,"male","18-24","2015",3745
21305,"male","18-24","2016",4095
21305,"male","18-24","2017",4131
21305,"male","18-24","2018",4148
21305,"male","18-24","2019",7157
21305,"male","18-24","2020",7179
21305,"male","18-24","2021",7386
21305,"male","18-24","2022",7665
21401,"female","18-24","2015",5041
21401,"female","18-24","2016",5352
21401,"female","18-24","2017",5112
21401,"female","18-24","2018",4957
21401,"female","18-24","2019",5091
21401,"female","18-24","2020",4835
21401,"female","18-24","2021",4634
21401,"female","18-24","2022",4516
21401,"male","18-24","2015",4605
21401,"male","18-24","2016",5010
21401,"male","18-24","2017",4798
21401,"male","18-24","2018",4725
21401,"male","18-24","2019",4885
21401,"male","18-24","2020",4739
21401,"male","18-24","2021",4573
21401,"male","18-24","2022",4532
21402,"female","18-24","2015",4733
21402,"female","18-24","2016",5110
21402,"female","18-24","2017",4906
21402,"female","18-24","2018",4964
21402,"female","18-24","2019",5297
21402,"female","18-24","2020",5126
21402,"female","18-24","2021",5044
21402,"female","18-24","2022",4849
21402,"male","18-24","2015",4765
21402,"male","18-24","2016",5308
21402,"male","18-24","2017",5144
21402,"male","18-24","2018",5090
21402,"male","18-24","2019",5544
21402,"male","18-24","2020",5381
21402,"male","18-24","2021",5317
21402,"male","18-24","2022",5299
21501,"female","18-24","2015",2075
21501,"female","18-24","2016",2098
21501,"female","18-24","2017",2022
21501,"female","18-24","2018",1936
21501,"female","18-24","2019",1952
21501,"female","18-24","2020",1973
21501,"female","18-24","2021",1915
21501,"female","18-24","2022",1828
21501,"male","18-24","2015",2161
21501,"male","18-24","2016",2200
21501,"male","18-24","2017",2100
21501,"male","18-24","2018",1953
21501,"male","18-24","2019",2033
21501,"male","18-24","2020",1983
21501,"male","18-24","2021",1940
21501,"male","18-24","2022",1896
21502,"female","18-24","2015",653
21502,"female","18-24","2016",663
21502,"female","18-24","2017",611
21502,"female","18-24","2018",601
21502,"female","18-24","2019",1854
21502,"female","18-24","2020",1815
21502,"female","18-24","2021",1798
21502,"female","18-24","2022",1737
21502,"male","18-24","2015",667
21502,"male","18-24","2016",713
21502,"male","18-24","2017",658
21502,"male","18-24","2018",637
21502,"male","18-24","2019",1804
21502,"male","18-24","2020",1774
21502,"male","18-24","2021",1698
