"SA2_NAME","3_yr_olds_preschool_attendance_2014","4_yr_olds_preschool_attendance_2014","5_yr_olds_preschool_attendance_2014","3_yr_olds_preschool_attendance_2015","4_yr_olds_preschool_attendance_2015","5_yr_olds_preschool_attendanc_2015","6_yr_olds_preschool_attendance_2015","3_yr_olds_preschool_attendance_2016","4_yr_olds_preschool_attendance_2016","5_yr_olds_preschool_attendance_2016","6_yr_olds_preschool_attendance_2016","3_yr_olds_preschool_attendance_2017","4_yr_olds_preschool_attendance_2017","5_yr_olds_preschool_attendance_2017","6_yr_olds_preschool_attendance_2017","3_yr_olds_preschool_attendance_2018","4_yr_olds_preschool_attendance_2018","5_yr_olds_preschool_attendance_2018","6_yr_olds_preschool_attendance_2018","3_yr_olds_preschool_attendance_2019","4_yr_olds_preschool_attendance_2019","5_yr_olds_preschool_attendance_2019","6_yr_olds_preschool_attendance_2019","3_yr_olds_preschool_attendance_2020","4_yr_olds_preschool_attendance_2020","5_yr_olds_preschool_attendance_2020","6_yr_olds_preschool_attendance_2020","3_yr_olds_preschool_attendance_2021","4_yr_olds_preschool_attendance_2021","5_yr_olds_preschool_attendance_2021","6_yr_olds_preschool_attendance_2021"
"Statistical area level 2 (SA2) of child",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gilbert Valley",0,47,11,0,57,8,0,0,53,3,0,0,45,12,0,0,182,32,0,0,169,28,0,0,155,27,0,0,158,19,0
"Goyder",0,35,13,0,38,4,0,0,37,9,0,0,39,8,0,0,225,17,0,0,185,37,0,0,204,26,0,0,185,26,0
"Wakefield - Barunga West",0,96,12,0,94,20,0,0,122,18,0,0,112,23,0,0,182,21,0,0,183,28,0,0,179,33,0,0,153,22,0
"Jamestown",0,51,8,0,39,12,0,0,40,7,0,0,47,12,0,0,126,13,0,0,144,17,0,0,121,19,0,0,128,17,0
"Peterborough - Mount Remarkable",0,50,13,0,38,20,0,0,44,13,0,0,44,14,0,0,144,16,0,0,132,19,0,0,134,21,0,0,116,15,0
"Port Pirie",0,143,39,0,128,28,0,0,134,31,0,0,148,28,0,0,160,28,0,0,167,14,0,0,152,23,0,0,146,12,0
"Port Pirie Region",0,39,12,0,44,7,0,0,33,8,0,0,23,5,0,0,140,21,0,0,151,15,0,0,147,8,0,0,139,25,0
"Kadina",0,61,12,0,67,7,0,0,52,12,0,0,61,9,0,0,138,14,0,0,126,15,0,0,119,17,0,0,124,8,0
"Moonta",0,31,11,0,43,7,0,0,38,10,0,0,43,0,0,0,113,12,0,0,100,15,0,0,102,17,0,0,123,10,0
"Wallaroo",0,39,13,0,40,11,0,0,37,3,0,0,33,4,0,0,138,11,0,0,146,21,0,0,139,19,0,0,134,21,0
"Yorke Peninsula - North",0,71,5,0,61,12,0,0,53,14,0,0,43,12,0,0,140,14,0,0,157,14,0,0,166,16,0,0,188,28,0
"Yorke Peninsula - South",0,0,0,0,32,6,0,0,30,6,0,0,33,5,0,0,163,14,0,0,127,22,0,0,139,11,0,0,119,14,0
"Ceduna",0,0,0,0,48,8,0,0,47,3,0,0,42,9,0,0,163,19,0,0,149,16,0,0,178,21,0,0,147,19,0
"Eyre Peninsula",0,0,0,0,61,13,0,0,67,11,0,0,73,16,0,0,49,6,0,0,37,3,0,0,49,7,0,0,47,5,0
"Kimba - Cleve - Franklin Harbour",0,0,0,0,41,18,0,0,55,11,0,0,55,8,0,0,65,17,0,0,57,11,0,0,67,3,0,0,49,8,0
"Le Hunte - Elliston",0,0,0,0,35,10,0,0,32,10,0,0,30,11,0,0,149,26,0,0,146,16,0,0,139,16,0,0,152,23,0
"Port Lincoln",0,321,58,0,218,31,0,0,204,30,0,0,186,29,0,0,188,21,0,0,177,22,0,0,177,22,0,0,180,28,0
"West Coast (SA)",0,0,0,0,39,13,0,0,45,11,0,0,42,12,0,0,169,20,0,0,137,26,0,0,126,23,0,0,145,16,0
"Western",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,6,0,0,88,11,0,0,76,11,0,0,74,11,0
"Whyalla",0,337,72,0,277,62,0,0,261,38,0,0,248,46,0,0,103,9,0,0,141,13,0,0,130,17,0,0,111,8,0
"Whyalla - North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,32,0,0,209,48,0,0,183,22,0,0,160,22,0
"APY Lands",0,0,0,0,41,7,0,0,26,7,0,0,27,3,0,0,104,22,0,0,125,13,0,0,94,9,0,0,78,17,0
"Coober Pedy",0,0,0,0,5,0,0,0,20,0,0,0,7,0,0,0,91,12,0,0,92,22,0,0,107,16,0,0,103,16,0
"Flinders Ranges",0,0,0,0,13,3,0,0,8,5,0,0,11,0,0,0,21,0,0,0,21,0,0,0,21,4,0,0,22,5,0
"Outback",0,0,0,0,44,5,0,0,19,3,0,0,33,8,0,0,55,6,0,0,61,8,0,0,49,7,0,0,58,3,0
"Port Augusta",0,363,68,0,157,39,0,0,191,36,0,0,162,33,0,0,101,11,0,0,106,9,0,0,105,14,0,0,101,18,0
"Roxby Downs",0,0,0,0,82,19,0,0,66,3,0,0,83,9,0,0,62,17,0,0,74,9,0,0,55,9,0,0,66,7,0
"Goolwa - Port Elliot",0,97,18,0,107,23,0,0,81,23,0,0,83,19,0,0,111,16,0,0,91,11,0,0,84,8,0,0,74,10,0
"Kangaroo Island",0,0,0,0,48,10,0,0,54,13,0,0,54,10,0,0,163,15,0,0,163,18,0,0,145,20,0,0,131,18,0
"Strathalbyn",0,88,20,0,69,17,0,0,58,13,0,0,82,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Strathalbyn Region",0,62,22,0,51,19,0,0,80,8,0,0,67,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victor Harbor",0,120,27,0,115,12,0,0,125,22,0,0,120,17,0,0,76,7,0,0,90,10,0,0,77,14,0,0,82,13,0
"Yankalilla",0,47,11,0,46,13,0,0,41,13,0,0,47,12,0,0,147,22,0,0,129,20,0,0,173,13,0,0,118,16,0
"Grant",0,0,0,0,58,7,0,0,64,7,0,0,51,8,0,0,114,19,0,0,116,17,0,0,115,22,0,0,112,8,0
"Kingston - Robe",0,34,13,0,32,5,0,0,24,6,0,0,40,12,0,0,116,23,0,0,119,17,0,0,102,16,0,0,115,14,0
"Millicent",0,79,16,0,52,8,0,0,43,8,0,0,46,10,0,0,320,43,0,0,324,37,0,0,326,49,0,0,289,32,0
"Mount Gambier",0,473,75,0,369,74,0,0,378,56,0,0,345,59,0,0,31,11,0,0,29,9,0,0,34,8,0,0,25,9,0
"Naracoorte",0,94,24,0,98,22,0,0,84,14,0,0,70,11,0,0,102,12,0,0,119,13,0,0,110,17,0,0,99,11,0
"Naracoorte Region",0,24,6,0,24,6,0,0,22,5,0,0,20,3,0,0,81,10,0,0,87,12,0,0,89,17,0,0,75,16,0
"Penola",0,41,9,0,56,13,0,0,29,10,0,0,45,13,0,0,144,21,0,0,177,18,0,0,136,22,0,0,159,12,0
"Tatiara",0,0,0,0,98,28,0,0,72,19,0,0,92,15,0,0,176,26,0,0,157,17,0,0,153,33,0,0,131,14,0
"Wattle Range",0,0,0,0,22,8,0,0,28,5,0,0,25,11,0,0,174,26,0,0,132,13,0,0,175,14,0,0,137,17,0
"Barmera",0,68,14,0,58,12,0,0,65,12,0,0,61,11,0,0,48,9,0,0,48,3,0,0,69,7,0,0,61,9,0
"Berri",0,71,5,0,42,8,0,0,48,6,0,0,49,3,0,0,176,35,0,0,163,16,0,0,183,23,0,0,130,10,0
"Karoonda - Lameroo",0,0,0,0,25,0,0,0,30,15,0,0,37,3,0,0,131,11,0,0,116,20,0,0,129,9,0,0,112,13,0
"Loxton",0,59,5,0,72,3,0,0,58,8,0,0,57,12,0,0,187,29,0,0,185,23,0,0,172,28,0,0,169,25,0
"Loxton Region",0,12,0,0,10,3,0,0,18,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mannum",0,52,6,0,40,11,0,0,54,15,0,0,48,8,0,0,116,23,0,0,130,14,0,0,136,13,0,0,140,24,0
"Murray Bridge",0,203,50,0,202,36,0,0,201,26,0,0,210,34,0,0,153,28,0,0,141,15,0,0,122,10,0,0,133,3,0
"Murray Bridge Region",0,40,7,0,31,9,0,0,34,5,0,0,35,8,0,0,103,10,0,0,118,14,0,0,83,15,0,0,104,12,0
"Renmark",0,79,15,0,61,18,0,0,53,8,0,0,59,12,0,0,205,32,0,0,195,22,0,0,147,19,0,0,154,22,0
"Renmark Region",0,51,10,0,38,4,0,0,51,6,0,0,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Coorong",0,54,14,0,66,8,0,0,59,6,0,0,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Waikerie",0,65,21,0,49,11,0,0,54,6,0,0,53,12,0,0,30,3,0,0,38,3,0,0,23,5,0,0,23,4,0
"Migratory - Offshore - Shipping (SA)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,22,0,0,125,18,0,0,117,19,0,0,113,13,0
"499999919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,37,0,0,226,18,0,0,220,27,0,0,249,27,0
"499999989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,26,0,0,144,22,0,0,130,15,0,0,127,16,0
"No usual address (SA)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,55,3,0,0,47,4,0,0,45,8,0
"Augusta",0,77,3,0,66,0,0,0,71,0,0,0,79,3,0,0,64,13,0,0,72,14,0,0,52,18,0,0,62,6,0
"Busselton",0,376,8,0,326,17,0,0,344,0,0,0,355,4,0,0,104,15,0,0,107,13,0,0,108,17,0,0,109,21,0
"Busselton Region",0,175,4,0,154,4,0,0,178,4,0,0,165,9,0,0,74,10,0,0,62,8,0,0,67,10,0,0,53,15,0
"Margaret River",0,129,0,0,129,3,0,0,142,0,0,0,145,0,0,0,44,0,0,0,40,9,0,0,18,7,0,0,30,6,0
"Australind - Leschenault",0,270,3,0,256,7,0,0,287,4,0,0,306,3,0,0,69,13,0,0,72,12,0,0,54,3,0,0,48,8,0
"Bunbury",0,233,4,0,217,0,0,0,227,0,0,0,182,0,0,0,41,5,0,0,41,0,0,0,36,4,0,0,48,7,0
"Capel",0,76,0,0,73,0,0,0,80,0,0,0,76,0,0,0,50,9,0,0,39,9,0,0,190,32,0,0,30,3,0
"College Grove - Carey Park",0,85,3,0,88,0,0,0,90,0,0,0,62,4,0,0,50,3,0,0,32,8,0,0,36,3,0,0,37,11,0
"Collie",0,133,0,0,120,0,0,0,142,3,0,0,103,3,0,0,33,3,0,0,33,6,0,0,24,0,0,0,13,12,0
"Dardanup",0,38,0,0,39,0,0,0,34,0,0,0,34,0,0,0,98,16,0,0,97,24,0,0,76,11,0,0,64,3,0
"Davenport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,11,0,0,47,9,0,0,23,4,0,0,38,5,0
"Eaton - Pelican Point",0,162,3,0,176,0,0,0,191,0,0,0,205,0,0,0,29,10,0,0,34,3,0,0,26,5,0,0,27,0,0
"Gelorup - Dalyellup - Stratham",0,162,10,0,199,0,0,0,181,10,0,0,195,6,0,0,148,14,0,0,128,25,0,0,131,16,0,0,116,16,0
"Harvey",0,131,0,0,106,0,0,0,130,0,0,0,102,0,0,0,37,6,0,0,40,8,0,0,44,7,0,0,33,3,0
"Koombana",0,93,5,0,98,0,0,0,105,0,0,0,88,0,0,0,38,10,0,0,43,4,0,0,57,7,0,0,65,4,0
"Waroona",0,60,0,0,41,0,0,0,45,0,0,0,38,0,0,0,36,10,0,0,38,5,0,0,36,6,0,0,30,8,0
"Bridgetown - Boyup Brook",0,111,4,0,78,3,0,0,82,0,0,0,74,0,0,0,41,5,0,0,33,6,0,0,32,3,0,0,38,4,0
"Donnybrook - Balingup",0,90,0,0,61,0,0,0,72,0,0,0,58,0,0,0,53,11,0,0,59,13,0,0,48,14,0,0,52,9,0
"Manjimup",0,113,0,0,61,0,0,0,80,0,0,0,65,0,0,0,24,3,0,0,29,3,0,0,8,3,0,0,20,7,0
"Pemberton",0,0,0,0,52,4,0,0,39,0,0,0,48,0,0,0,41,3,0,0,36,3,0,0,47,3,0,0,42,0,0
"Dawesville - Bouvard",0,90,5,0,90,3,0,0,111,0,0,0,103,3,0,0,62,10,0,0,85,8,0,0,33,6,0,0,39,14,0
"Falcon - Wannanup",0,106,7,0,112,3,0,0,98,0,0,0,93,0,0,0,59,11,0,0,50,5,0,0,21,5,0,0,25,13,0
"Greenfields",0,149,6,0,128,0,0,0,129,0,0,0,129,0,0,0,25,4,0,0,20,0,0,0,22,7,0,0,26,10,0
"Halls Head - Erskine",0,222,0,0,211,3,0,0,229,0,0,0,200,3,0,0,215,27,0,0,161,39,0,0,184,21,0,0,146,21,0
"Mandurah",0,103,0,0,105,0,0,0,88,0,0,0,77,0,0,0,39,5,0,0,37,6,0,0,36,8,0,0,36,11,0
"Mandurah - East",0,48,0,0,55,0,0,0,65,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Mandurah - North",0,270,5,0,268,5,0,0,341,0,0,0,320,4,0,0,251,21,0,0,251,34,0,0,247,33,0,0,221,25,0
"Mandurah - South",0,118,0,0,116,3,0,0,93,0,0,0,108,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pinjarra",0,121,0,0,147,3,0,0,138,4,0,0,140,4,0,0,44,6,0,0,38,3,0,0,40,5,0,0,52,0,0
"City Beach",0,61,0,0,58,3,0,0,49,0,0,0,78,0,0,0,19,3,0,0,21,0,0,0,12,0,0,0,21,5,0
"Claremont (WA)",0,64,0,0,64,5,0,0,68,0,0,0,57,0,0,0,14,8,0,0,18,3,0,0,15,3,0,0,23,0,0
"Cottesloe",0,78,0,0,73,0,0,0,96,0,0,0,62,0,0,0,18,3,0,0,12,5,0,0,5,0,0,0,12,4,0
"Floreat",0,107,5,0,127,0,0,0,119,0,0,0,112,4,0,0,159,17,0,0,139,12,0,0,138,20,0,0,148,11,0
"Mosman Park - Peppermint Grove",0,115,4,0,107,0,0,0,96,0,0,0,111,5,0,0,86,7,0,0,73,13,0,0,71,4,0,0,47,12,0
"Nedlands - Dalkeith - Crawley",0,216,0,0,188,3,0,0,184,4,0,0,205,3,0,0,74,28,0,0,65,17,0,0,68,10,0,0,72,16,0
"Swanbourne - Mount Claremont",0,114,0,0,107,7,0,0,116,0,0,0,113,4,0,0,40,8,0,0,63,8,0,0,29,0,0,0,37,5,0
"Kings Park (WA)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,15,0,0,79,9,0,0,63,16,0,0,71,16,0
"Mount Hawthorn - Leederville",0,213,0,0,160,0,0,0,149,0,0,0,167,0,0,0,72,15,0,0,77,19,0,0,67,18,0,0,69,7,0
"Mount Lawley - Inglewood",0,140,0,0,155,0,0,0,146,3,0,0,163,0,0,0,125,20,0,0,103,26,0,0,109,21,0,0,93,20,0
"North Perth",0,113,0,0,107,0,0,0,107,0,0,0,104,0,0,0,49,8,0,0,57,11,0,0,30,3,0,0,36,11,0
"Perth City",0,138,0,0,141,0,0,0,154,0,0,0,126,0,0,0,53,11,0,0,53,12,0,0,55,11,0,0,44,9,0
"Subiaco - Shenton Park",0,155,0,0,165,4,0,0,183,0,0,0,166,7,0,0,34,6,0,0,39,3,0,0,25,3,0,0,23,6,0
"Wembley - West Leederville - Glendalough",0,222,3,0,252,0,0,0,269,4,0,0,218,4,0,0,60,13,0,0,46,4,0,0,39,11,0,0,36,14,0
"Bassendean - Eden Hill - Ashfield",0,202,0,0,220,5,0,0,201,3,0,0,198,0,0,0,71,11,0,0,72,11,0,0,56,5,0,0,38,3,0
"Bayswater - Embleton - Bedford",0,203,6,0,295,4,0,0,290,3,0,0,289,6,0,0,34,3,0,0,19,6,0,0,15,0,0,0,12,0,0
"Maylands",0,115,0,0,132,0,0,0,143,0,0,0,113,0,0,0,39,7,0,0,42,7,0,0,22,8,0,0,27,7,0
"Morley",0,263,5,0,268,0,0,0,264,0,0,0,254,0,0,0,63,17,0,0,69,12,0,0,36,3,0,0,37,9,0
"Noranda",0,90,0,0,86,0,0,0,85,0,0,0,79,3,0,0,28,3,0,0,31,9,0,0,41,6,0,0,37,8,0
"Chidlow",0,23,0,0,30,0,0,0,43,0,0,0,21,0,0,0,190,27,0,0,193,19,0,0,163,19,0,0,177,25,0
"Glen Forrest - Darlington",0,161,0,0,76,0,0,0,96,0,0,0,79,0,0,0,157,21,0,0,163,25,0,0,149,27,0,0,131,28,0
"Helena Valley - Koongamia",0,55,3,0,51,0,0,0,71,0,0,0,72,0,0,0,57,14,0,0,50,9,0,0,70,10,0,0,42,10,0
"Malmalling - Reservoir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,0,33,3,0,0,48,5,0,0,48,7,0
"Mundaring",0,130,0,0,159,4,0,0,161,0,0,0,160,0,0,0,23,9,0,0,31,6,0,0,32,4,0,0,20,7,0
"Swan View - Greenmount - Midvale",0,146,3,0,143,3,0,0,151,0,0,0,148,3,0,0,76,3,0,0,53,11,0,0,68,8,0,0,59,13,0
"Avon Valley National Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,14,0,0,0,13,3,0,0,15,10,0
"Ballajura",0,279,6,0,222,4,0,0,244,3,0,0,223,0,0,0,48,11,0,0,47,7,0,0,24,7,0,0,23,3,0
"Beechboro",0,233,0,0,254,0,0,0,301,0,0,0,285,4,0,0,224,41,0,0,202,44,0,0,197,21,0,0,167,37,0
"Bullsbrook",0,52,0,0,72,0,0,0,71,0,0,0,75,0,0,0,33,8,0,0,18,5,0,0,31,5,0,0,23,5,0
"Ellenbrook",0,625,3,0,639,9,0,0,654,7,0,0,726,8,0,0,39,3,0,0,57,4,0,0,28,4,0,0,35,0,0
"Gidgegannup",0,28,0,0,25,0,0,0,17,0,0,0,18,0,0,0,50,13,0,0,54,6,0,0,53,4,0,0,48,3,0
"Hazelmere - South Guildford",0,54,0,0,56,0,0,0,59,5,0,0,68,5,0,0,59,13,0,0,62,5,0,0,36,10,0,0,34,9,0
"Lockridge - Kiara",0,125,3,0,150,0,0,0,167,3,0,0,165,0,0,0,77,18,0,0,68,12,0,0,39,5,0,0,48,3,0
"Malaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Melaleuca - Lexia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,0,0,12,0,0
"Middle Swan - Herne Hill",0,59,0,0,58,4,0,0,66,0,0,0,47,0,0,0,60,4,0,0,68,5,0,0,98,0,0,0,77,0,0
"Midland - Guildford",0,110,6,0,110,4,0,0,98,0,0,0,116,4,0,0,306,4,0,0,313,9,0,0,296,11,0,0,307,19,0
"Stratton - Jane Brook",0,88,0,0,107,7,0,0,104,4,0,0,109,0,0,0,181,0,0,0,163,12,0,0,169,6,0,0,158,9,0
"The Vines",0,89,4,0,126,4,0,0,139,0,0,0,167,0,0,0,147,3,0,0,152,0,0,0,145,0,0,0,133,0,0
"Walyunga National Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,4,0,0,308,8,0,0,311,12,0,0,279,16,0
"Craigie - Beldon",0,142,4,0,150,0,0,0,167,0,0,0,128,0,0,0,72,0,0,0,68,3,0,0,61,0,0,0,70,3,0
"Currambine - Kinross",0,197,0,0,210,5,0,0,179,0,0,0,187,0,0,0,92,0,0,0,75,0,0,0,89,0,0,0,82,0,0
"Duncraig",0,233,0,0,248,0,0,0,269,11,0,0,227,0,0,0,103,0,0,0,102,0,0,0,113,0,0,0,92,0,0
"Greenwood - Warwick",0,205,3,0,187,4,0,0,186,0,0,0,177,0,0,0,47,0,0,0,23,0,0,0,36,0,0,0,27,0,0
"Heathridge - Connolly",0,144,0,0,119,0,0,0,137,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hillarys",0,151,0,0,123,0,0,0,141,0,0,0,127,0,0,0,179,0,0,0,165,5,0,0,179,0,0,0,162,5,0
"Iluka - Burns Beach",0,101,0,0,100,0,0,0,118,0,0,0,101,0,0,0,101,0,0,0,94,0,0,0,89,3,0,0,95,5,0
"Joondalup - Edgewater",0,149,4,0,143,0,0,0,162,0,0,0,167,0,0,0,96,0,0,0,86,0,0,0,87,3,0,0,86,0,0
"Kingsley",0,183,5,0,170,3,0,0,174,0,0,0,183,0,0,0,55,0,0,0,49,5,0,0,44,0,0,0,52,0,0
"Mullaloo - Kallaroo",0,161,4,0,151,3,0,0,133,4,0,0,148,5,0,0,169,0,0,0,160,0,0,0,168,3,0,0,154,7,0
"Ocean Reef",0,109,0,0,90,0,0,0,92,0,0,0,73,0,0,0,34,0,0,0,26,0,0,0,33,0,0,0,27,3,0
"Padbury",0,119,0,0,132,0,0,0,132,0,0,0,103,0,0,0,132,3,0,0,144,0,0,0,119,0,0,0,120,0,0
"Sorrento - Marmion",0,114,0,0,110,3,0,0,105,0,0,0,93,5,0,0,60,0,0,0,55,0,0,0,66,4,0,0,67,0,0
"Woodvale",0,101,13,0,117,0,0,0,107,0,0,0,112,0,0,0,74,0,0,0,63,3,0,0,91,6,0,0,68,0,0
"Balcatta - Hamersley",0,200,3,0,184,0,0,0,189,0,0,0,173,6,0,0,73,0,0,0,58,0,0,0,77,0,0,0,63,0,0
"Balga - Mirrabooka",0,261,6,0,330,8,0,0,440,4,0,0,329,0,0,0,67,0,0,0,80,0,0,0,54,0,0,0,73,0,0
"Dianella",0,240,3,0,253,0,0,0,252,5,0,0,245,0,0,0,39,0,0,0,38,4,0,0,47,3,0,0,36,0,0
"Herdsman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,95,11,0,0,80,7,0,0,98,0,0
"Innaloo - Doubleview",0,188,6,0,199,5,0,0,209,5,0,0,189,4,0,0,98,0,0,0,92,12,0,0,103,3,0,0,89,4,0
"Karrinyup - Gwelup - Carine",0,298,3,0,308,8,0,0,320,0,0,0,346,0,0,0,102,0,0,0,107,0,0,0,128,3,0,0,101,0,0
"Nollamara - Westminster",0,179,5,0,192,0,0,0,208,0,0,0,204,5,0,0,183,3,0,0,209,3,0,0,203,9,0,0,203,0,0
"Osborne Park Industrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,67,0,0,0,72,0,0,0,92,0,0
"Scarborough",0,136,0,0,147,0,0,0,158,0,0,0,162,4,0,0,55,4,0,0,51,0,0,0,58,0,0,0,51,0,0
"Stirling - Osborne Park",0,155,4,0,151,5,0,0,130,0,0,0,152,0,0,0,369,0,0,0,373,0,0,0,388,0,0,0,389,5,0
"Trigg - North Beach - Watermans Bay",0,102,0,0,59,0,0,0,78,4,0,0,90,0,0,0,95,3,0,0,92,0,0,0,99,0,0,0,93,0,0
"Tuart Hill - Joondanna",0,106,0,0,129,0,0,0,153,3,0,0,121,0,0,0,118,0,0,0,129,0,0,0,132,0,0,0,113,8,0
"Wembley Downs - Churchlands - Woodlands",0,184,0,0,184,0,0,0,154,4,0,0,198,3,0,0,56,5,0,0,60,0,0,0,60,5,0,0,45,0,0
"Yokine - Coolbinia - Menora",0,132,0,0,148,0,0,0,204,3,0,0,183,4,0,0,69,0,0,0,95,0,0,0,61,3,0,0,115,0,0
"Alexander Heights - Koondoola",0,154,0,0,174,3,0,0,172,0,0,0,138,3,0,0,77,3,0,0,63,0,0,0,65,4,0,0,77,0,0
"Butler - Merriwa - Ridgewood",0,466,3,0,439,0,0,0,431,4,0,0,378,3,0,0,113,3,0,0,102,10,0,0,121,3,0,0,103,5,0
"Carramar",0,260,3,0,285,3,0,0,295,0,0,0,338,3,0,0,100,0,0,0,103,0,0,0,97,0,0,0,96,0,0
"Clarkson",0,203,4,0,238,0,0,0,207,3,0,0,209,0,0,0,175,0,0,0,193,3,0,0,185,6,0,0,180,0,0
"Girrawheen",0,101,0,0,147,0,0,0,135,4,0,0,128,0,0,0,113,4,0,0,104,3,0,0,104,0,0,0,109,3,0
"Madeley - Darch - Landsdale",0,398,10,0,390,4,0,0,397,5,0,0,476,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marangaroo",0,133,3,0,115,3,0,0,123,0,0,0,135,8,0,0,164,0,0,0,150,5,0,0,141,0,0,0,156,0,0
"Mindarie - Quinns Rocks - Jindalee",0,289,5,0,222,0,0,0,267,7,0,0,247,5,0,0,180,0,0,0,148,3,0,0,169,3,0,0,167,3,0
"Neerabup National Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,99,0,0,0,107,5,0,0,76,0,0
"Tapping - Ashby - Sinagra",0,266,18,0,266,3,0,0,248,0,0,0,240,11,0,0,153,3,0,0,166,0,0,0,192,4,0,0,171,0,0
"Wanneroo",0,370,5,0,401,3,0,0,351,3,0,0,391,5,0,0,178,3,0,0,178,0,0,0,179,4,0,0,178,3,0
"Yanchep",0,217,0,0,307,0,0,0,363,5,0,0,459,0,0,0,240,3,0,0,236,11,0,0,236,3,0,0,248,3,0
"Armadale - Wungong - Brookdale",0,231,9,0,308,7,0,0,359,8,0,0,313,6,0,0,209,4,0,0,197,3,0,0,210,3,0,0,202,3,0
"Ashendon - Lesley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,284,4,0,0,313,5,0,0,328,5,0
"Camillo - Champion Lakes",0,75,0,0,73,0,0,0,131,0,0,0,116,0,0,0,114,0,0,0,101,3,0,0,126,0,0,0,115,0,0
"Forrestdale - Harrisdale - Piara Waters",0,255,4,0,314,0,0,0,423,0,0,0,440,0,0,0,246,0,0,0,246,3,0,0,252,0,0,0,282,4,0
"Kelmscott",0,122,3,0,147,0,0,0,135,0,0,0,144,0,0,0,86,0,0,0,73,0,0,0,76,0,0,0,82,0,0
"Mount Nasura - Mount Richon - Bedfordale",0,75,5,0,80,3,0,0,70,0,0,0,120,4,0,0,19,0,0,0,28,0,0,0,22,0,0,0,25,0,0
"Roleystone",0,89,0,0,73,0,0,0,86,0,0,0,75,0,0,0,107,0,0,0,97,0,0,0,82,0,0,0,82,0,0
"Seville Grove",0,180,3,0,197,5,0,0,199,0,0,0,198,4,0,0,57,0,0,0,73,3,0,0,58,0,0,0,67,0,0
"Belmont - Ascot - Redcliffe",0,146,0,0,165,0,0,0,153,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"East Victoria Park - Carlisle",0,176,0,0,168,0,0,0,181,0,0,0,167,5,0,0,126,0,0,0,151,3,0,0,144,0,0,0,142,0,0
"Kewdale Commercial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,5,0,0,128,6,0,0,122,0,0,0,144,0,0
"Perth Airport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rivervale - Kewdale - Cloverdale",0,270,5,0,282,6,0,0,325,3,0,0,276,0,0,0,230,3,0,0,215,4,0,0,240,0,0,0,251,8,0
"Victoria Park - Lathlain - Burswood",0,134,0,0,134,0,0,0,195,0,0,0,223,5,0,0,337,4,0,0,281,6,0,0,324,5,0,0,345,10,0
"Bentley - Wilson - St James",0,173,0,0,176,0,0,0,152,5,0,0,173,0,0,0,62,3,0,0,59,8,0,0,79,0,0,0,57,3,0
"Canning Vale - West",0,113,4,0,107,8,0,0,122,0,0,0,97,3,0,0,804,3,0,0,783,9,0,0,840,8,0,0,868,13,0
