"SA1_CODE_2021","SA1_NAME_2021","Region","Region_Nam","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"30902123412","","E","South Queensland","1","Good","Good",3
"30902123414","","E","South Queensland","1","Good","Good",3
"30902123415","","E","South Queensland","1","Good","Good",3
"30902123416","","E","South Queensland","1","Good","Good",3
"30902123418","","E","South Queensland","1","Good","Good",3
"30902123419","","E","South Queensland","1","Good","Good",3
"30902123420","","E","South Queensland","1","Good","Good",3
"30902123421","","E","South Queensland","1","Good","Good",3
"30902123422","","E","South Queensland","1","Good","Good",3
"30902123423","","E","South Queensland","1","Good","Good",3
"30902123424","","E","South Queensland","1","Good","Good",3
"30902123425","","E","South Queensland","1","Good","Good",3
"30902123426","","E","South Queensland","1","Good","Good",3
"30902123427","","E","South Queensland","1","Good","Good",3
"30902123428","","E","South Queensland","1","Good","Good",3
"30902123429","","E","South Queensland","1","Good","Good",3
"30902123430","","E","South Queensland","1","Good","Good",3
"30902123431","","E","South Queensland","1","Good","Good",3
"30902123432","","E","South Queensland","1","Good","Good",3
"30902123433","","E","South Queensland","1","Good","Good",3
"30902123434","","E","South Queensland","1","Good","Good",3
"30902123435","","E","South Queensland","1","Good","Good",3
"30902123436","","E","South Queensland","1","Good","Good",3
"30902123437","","E","South Queensland","1","Good","Good",3
"30902123438","","E","South Queensland","1","Good","Good",3
"30903123501","","E","South Queensland","1","Good","Good",3
"30903123502","","E","South Queensland","1","Good","Good",3
"30903123503","","E","South Queensland","1","Good","Good",3
"30903123504","","E","South Queensland","1","Good","Good",3
"30903123505","","E","South Queensland","1","Good","Good",3
"30903123506","","E","South Queensland","1","Good","Good",3
"30903123507","","E","South Queensland","1","Good","Good",3
"30903123508","","E","South Queensland","1","Good","Good",3
"30903123509","","E","South Queensland","1","Good","Good",3
"30903123510","","E","South Queensland","1","Good","Good",3
"30903123511","","E","South Queensland","1","Good","Good",3
"30903123512","","E","South Queensland","1","Good","Good",3
"30903123513","","E","South Queensland","1","Good","Good",3
"30903123514","","E","South Queensland","1","Good","Good",3
"30903123515","","E","South Queensland","1","Good","Good",3
"30903123517","","E","South Queensland","1","Good","Good",3
"30903123518","","E","South Queensland","1","Good","Good",3
"30903123519","","E","South Queensland","1","Good","Good",3
"30903123520","","E","South Queensland","1","Good","Good",3
"30903123521","","E","South Queensland","1","Good","Good",3
"30903123522","","E","South Queensland","1","Good","Good",3
"30903123523","","E","South Queensland","1","Good","Good",3
"30903123524","","E","South Queensland","1","Good","Good",3
"30903123525","","E","South Queensland","1","Good","Good",3
"30903123526","","E","South Queensland","1","Good","Good",3
"30903123527","","E","South Queensland","1","Good","Good",3
"30903123528","","E","South Queensland","1","Good","Good",3
"30903123529","","E","South Queensland","1","Good","Good",3
"30903123530","","E","South Queensland","1","Good","Good",3
"30903123531","","E","South Queensland","1","Good","Good",3
"30903123601","","E","South Queensland","1","Good","Good",3
"30903123603","","E","South Queensland","1","Good","Good",3
"30903123604","","E","South Queensland","1","Good","Good",3
"30903123605","","E","South Queensland","1","Good","Good",3
"30903123606","","E","South Queensland","1","Good","Good",3
"30903123607","","E","South Queensland","1","Good","Good",3
"30903123608","","E","South Queensland","1","Good","Good",3
"30903123609","","E","South Queensland","1","Good","Good",3
"30903123610","","E","South Queensland","1","Good","Good",3
"30903123611","","E","South Queensland","1","Good","Good",3
"30903123612","","E","South Queensland","1","Good","Good",3
"30903123613","","E","South Queensland","1","Good","Good",3
"30903123614","","E","South Queensland","1","Good","Good",3
"30903123616","","E","South Queensland","1","Good","Good",3
"30903123617","","E","South Queensland","1","Good","Good",3
"30903123618","","E","South Queensland","1","Good","Good",3
"30903123619","","E","South Queensland","1","Good","Good",3
"30903123620","","E","South Queensland","1","Good","Good",3
"30903123621","","E","South Queensland","1","Good","Good",3
"30903123622","","E","South Queensland","1","Good","Good",3
"30903123701","","E","South Queensland","1","Good","Good",3
"30903123703","","E","South Queensland","1","Good","Good",3
"30903123704","","E","South Queensland","1","Good","Good",3
"30903123705","","E","South Queensland","1","Good","Good",3
"30903123706","","E","South Queensland","1","Good","Good",3
"30903123707","","E","South Queensland","1","Good","Good",3
"30903123708","","E","South Queensland","1","Good","Good",3
"30903123709","","E","South Queensland","1","Good","Good",3
"30903123710","","E","South Queensland","1","Good","Good",3
"30903123711","","E","South Queensland","1","Good","Good",3
"30903123712","","E","South Queensland","1","Good","Good",3
"30903123713","","E","South Queensland","1","Good","Good",3
"30903123714","","E","South Queensland","1","Good","Good",3
"30903123715","","E","South Queensland","1","Good","Good",3
"30903123716","","E","South Queensland","1","Good","Good",3
"30903123717","","E","South Queensland","1","Good","Good",3
"30903123718","","E","South Queensland","1","Good","Good",3
"30903123719","","E","South Queensland","1","Good","Good",3
"30903123720","","E","South Queensland","1","Good","Good",3
"30903123721","","E","South Queensland","1","Good","Good",3
"30903123722","","E","South Queensland","1","Good","Good",3
"30903123723","","E","South Queensland","1","Good","Good",3
"30903123724","","E","South Queensland","1","Good","Good",3
"30903123725","","E","South Queensland","1","Good","Good",3
"30903123726","","E","South Queensland","1","Good","Good",3
"30903123727","","E","South Queensland","1","Good","Good",3
"30903123728","","E","South Queensland","1","Good","Good",3
"30903123801","","E","South Queensland","1","Good","Good",3
"30903123802","","E","South Queensland","1","Good","Good",3
"30903123803","","E","South Queensland","1","Good","Good",3
"30903123804","","E","South Queensland","1","Good","Good",3
"30903123805","","E","South Queensland","1","Good","Good",3
"30903123806","","E","South Queensland","1","Good","Good",3
"30903123807","","E","South Queensland","1","Good","Good",3
"30903123808","","E","South Queensland","1","Good","Good",3
"30903123809","","E","South Queensland","1","Good","Good",3
"30903123810","","E","South Queensland","1","Good","Good",3
"30903123811","","E","South Queensland","1","Good","Good",3
"30903123812","","E","South Queensland","1","Good","Good",3
"30903123813","","E","South Queensland","1","Good","Good",3
"30903123814","","E","South Queensland","1","Good","Good",3
"30903123815","","E","South Queensland","1","Good","Good",3
"30903123816","","E","South Queensland","1","Good","Good",3
"30903123817","","E","South Queensland","1","Good","Good",3
"30903123818","","E","South Queensland","1","Good","Good",3
"30903123819","","E","South Queensland","1","Good","Good",3
"30903123820","","E","South Queensland","1","Good","Good",3
"30903123821","","E","South Queensland","1","Good","Good",3
"30903123822","","E","South Queensland","1","Good","Good",3
"30903123823","","E","South Queensland","1","Good","Good",3
"30903123825","","E","South Queensland","1","Good","Good",3
"30903123826","","E","South Queensland","1","Good","Good",3
"30903123827","","E","South Queensland","1","Good","Good",3
"30903123828","","E","South Queensland","1","Good","Good",3
"30903123829","","E","South Queensland","1","Good","Good",3
"30903123830","","E","South Queensland","1","Good","Good",3
"30903123831","","B","North Queensland","0.0","Good","Good",5
"30903123831","","E","South Queensland","1.0","Good","Good",3
"30903123832","","E","South Queensland","1","Good","Good",3
"30903123833","","E","South Queensland","1","Good","Good",3
"30903123834","","E","South Queensland","1","Good","Good",3
"30903123835","","E","South Queensland","1","Good","Good",3
"30903123836","","E","South Queensland","1","Good","Good",3
"30903123837","","E","South Queensland","1","Good","Good",3
"30903123838","","E","South Queensland","1","Good","Good",3
"30903123839","","E","South Queensland","1","Good","Good",3
"30903123840","","E","South Queensland","1","Good","Good",3
"30903123841","","E","South Queensland","1","Good","Good",3
"30903123842","","E","South Queensland","1","Good","Good",3
"30903123843","","E","South Queensland","1","Good","Good",3
"30903123901","","E","South Queensland","1","Good","Good",3
"30903123902","","E","South Queensland","1","Good","Good",3
"30903123903","","E","South Queensland","1","Good","Good",3
"30903123904","","E","South Queensland","1","Good","Good",3
"30903123905","","E","South Queensland","1","Good","Good",3
"30903123906","","E","South Queensland","1","Good","Good",3
"30903123907","","E","South Queensland","1","Good","Good",3
"30903123908","","E","South Queensland","1","Good","Good",3
"30903123909","","E","South Queensland","1","Good","Good",3
"30903123910","","E","South Queensland","1","Good","Good",3
"30903123911","","E","South Queensland","1","Good","Good",3
"30903123912","","E","South Queensland","1","Good","Good",3
"30903123914","","E","South Queensland","1","Good","Good",3
"30903123915","","E","South Queensland","1","Good","Good",3
"30903123916","","E","South Queensland","1","Good","Good",3
"30903123917","","E","South Queensland","1","Good","Good",3
"30903123918","","E","South Queensland","1","Good","Good",3
"30903123919","","E","South Queensland","1","Good","Good",3
"30903123920","","E","South Queensland","1","Good","Good",3
"30903124001","","E","South Queensland","1","Good","Good",3
"30903124002","","E","South Queensland","1","Good","Good",3
"30903124003","","E","South Queensland","1","Good","Good",3
"30903124004","","E","South Queensland","1","Good","Good",3
"30903124005","","E","South Queensland","1","Good","Good",3
"30903124006","","E","South Queensland","1","Good","Good",3
"30903124007","","E","South Queensland","1","Good","Good",3
"30903124008","","E","South Queensland","1","Good","Good",3
"30903124009","","E","South Queensland","1","Good","Good",3
"30903124010","","E","South Queensland","1","Good","Good",3
"30903124011","","E","South Queensland","1","Good","Good",3
"30903124012","","E","South Queensland","1","Good","Good",3
"30903124013","","E","South Queensland","1","Good","Good",3
"30903124014","","E","South Queensland","1","Good","Good",3
"30903124015","","E","South Queensland","1","Good","Good",3
"30903124016","","E","South Queensland","1","Good","Good",3
"30903124017","","E","South Queensland","1","Good","Good",3
"30903124018","","E","South Queensland","1","Good","Good",3
"30903124020","","E","South Queensland","1","Good","Good",3
