DZN_CODE_2016,DZN_NAME_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
115860003,115860003,12380,Cumberland,1,Good,Good,0
115860004,115860004,12380,Cumberland,1,Good,Good,0
115860005,115860005,12380,Cumberland,1,Good,Good,0
115860006,115860006,12380,Cumberland,1,Good,Good,0
115860007,115860007,12380,Cumberland,1,Good,Good,0
115860008,115860008,12380,Cumberland,1,Good,Good,0
115860009,115860009,12380,Cumberland,1,Good,Good,0
115870001,115870001,11570,Canterbury-Bankstown,1,Good,Good,0
115870002,115870002,12380,Cumberland,1,Good,Good,0
115870003,115870003,12380,Cumberland,1,Good,Good,0
115880001,115880001,12380,Cumberland,1,Good,Good,0
115880002,115880002,12380,Cumberland,1,Good,Good,0
115880003,115880003,12380,Cumberland,1,Good,Good,0
115880004,115880004,12380,Cumberland,1,Good,Good,0
115880005,115880005,12380,Cumberland,1,Good,Good,0
115880006,115880006,12380,Cumberland,1,Good,Good,0
115890001,115890001,12380,Cumberland,1,Good,Good,0
115890002,115890002,16260,Parramatta,0.053325,Good,Good,0
115890002,115890002,12380,Cumberland,0.946675,Good,Good,0
115890003,115890003,12380,Cumberland,1,Good,Good,0
115890004,115890004,12380,Cumberland,1,Good,Good,0
115890005,115890005,12380,Cumberland,1,Good,Good,0
115900001,115900001,16700,Ryde,1,Good,Good,0
115900002,115900002,16700,Ryde,1,Good,Good,0
115910001,115910001,16700,Ryde,1,Good,Good,0
115910002,115910002,16700,Ryde,1,Good,Good,0
115910003,115910003,16700,Ryde,1,Good,Good,0
115910004,115910004,16700,Ryde,1,Good,Good,0
115910005,115910005,16700,Ryde,1,Good,Good,0
115910006,115910006,16700,Ryde,1,Good,Good,0
115910007,115910007,16700,Ryde,1,Good,Good,0
115910008,115910008,16700,Ryde,1,Good,Good,0
115910009,115910009,16700,Ryde,1,Good,Good,0
115910010,115910010,16700,Ryde,1,Good,Good,0
115910011,115910011,16700,Ryde,1,Good,Good,0
115910012,115910012,16700,Ryde,1,Good,Good,0
115910013,115910013,16700,Ryde,1,Good,Good,0
115920001,115920001,14900,Liverpool,1,Good,Good,0
115930001,115930001,14900,Liverpool,1,Good,Good,0
115930002,115930002,14900,Liverpool,1,Good,Good,0
115940001,115940001,14900,Liverpool,1,Good,Good,0
115940002,115940002,14900,Liverpool,1,Good,Good,0
115940003,115940003,14900,Liverpool,1,Good,Good,0
115950001,115950001,14900,Liverpool,1,Good,Good,0
115950002,115950002,14900,Liverpool,1,Good,Good,0
115950003,115950003,14900,Liverpool,1,Good,Good,0
115950004,115950004,14900,Liverpool,1,Good,Good,0
115960001,115960001,14900,Liverpool,1,Good,Good,0
115960002,115960002,14900,Liverpool,1,Good,Good,0
115960003,115960003,14900,Liverpool,1,Good,Good,0
115960004,115960004,14900,Liverpool,1,Good,Good,0
115960005,115960005,14900,Liverpool,1,Good,Good,0
115970001,115970001,14900,Liverpool,1,Good,Good,0
115970002,115970002,14900,Liverpool,1,Good,Good,0
115970003,115970003,14900,Liverpool,1,Good,Good,0
115970004,115970004,14900,Liverpool,1,Good,Good,0
115980001,115980001,14900,Liverpool,1,Good,Good,0
115980002,115980002,14900,Liverpool,1,Good,Good,0
115980003,115980003,14900,Liverpool,1,Good,Good,0
115980004,115980004,14900,Liverpool,1,Good,Good,0
115980005,115980005,14900,Liverpool,1,Good,Good,0
115980006,115980006,14900,Liverpool,1,Good,Good,0
115980007,115980007,14900,Liverpool,1,Good,Good,0
115980008,115980008,14900,Liverpool,1,Good,Good,0
115980009,115980009,14900,Liverpool,1,Good,Good,0
115980010,115980010,14900,Liverpool,1,Good,Good,0
115980011,115980011,14900,Liverpool,1,Good,Good,0
115990001,115990001,14900,Liverpool,1,Good,Good,0
115990002,115990002,14900,Liverpool,1,Good,Good,0
115990003,115990003,14900,Liverpool,1,Good,Good,0
115990004,115990004,14900,Liverpool,1,Good,Good,0
116000001,116000001,14900,Liverpool,1,Good,Good,0
116000002,116000002,14900,Liverpool,1,Good,Good,0
116000003,116000003,14900,Liverpool,1,Good,Good,0
116000004,116000004,14900,Liverpool,1,Good,Good,0
116000005,116000005,14900,Liverpool,1,Good,Good,0
116000006,116000006,14900,Liverpool,1,Good,Good,0
116000007,116000007,14900,Liverpool,1,Good,Good,0
116000008,116000008,14900,Liverpool,1,Good,Good,0
116010001,116010001,14900,Liverpool,1,Good,Good,0
116010002,116010002,14900,Liverpool,1,Good,Good,0
116010003,116010003,14900,Liverpool,1,Good,Good,0
116010004,116010004,14900,Liverpool,1,Good,Good,0
116010005,116010005,14900,Liverpool,1,Good,Good,0
116010006,116010006,14900,Liverpool,1,Good,Good,0
116020001,116020001,17150,Sutherland Shire,1,Good,Good,0
116020002,116020002,17150,Sutherland Shire,1,Good,Good,0
116020003,116020003,17150,Sutherland Shire,1,Good,Good,0
116020004,116020004,17150,Sutherland Shire,1,Good,Good,0
116020005,116020005,17150,Sutherland Shire,1,Good,Good,0
116020006,116020006,17150,Sutherland Shire,1,Good,Good,0
116030001,116030001,17150,Sutherland Shire,1,Good,Good,0
116030002,116030002,17150,Sutherland Shire,1,Good,Good,0
116030003,116030003,17150,Sutherland Shire,1,Good,Good,0
116030004,116030004,17150,Sutherland Shire,1,Good,Good,0
116040001,116040001,17150,Sutherland Shire,1,Good,Good,0
116040002,116040002,17150,Sutherland Shire,1,Good,Good,0
116040003,116040003,17150,Sutherland Shire,1,Good,Good,0
116040004,116040004,17150,Sutherland Shire,1,Good,Good,0
116040005,116040005,17150,Sutherland Shire,1,Good,Good,0
116040006,116040006,17150,Sutherland Shire,1,Good,Good,0
116040007,116040007,17150,Sutherland Shire,1,Good,Good,0
116040008,116040008,17150,Sutherland Shire,1,Good,Good,0
116040009,116040009,17150,Sutherland Shire,1,Good,Good,0
116040010,116040010,17150,Sutherland Shire,1,Good,Good,0
116050001,116050001,17150,Sutherland Shire,1,Good,Good,0
116050002,116050002,17150,Sutherland Shire,1,Good,Good,0
116060001,116060001,17150,Sutherland Shire,1,Good,Good,0
116060002,116060002,17150,Sutherland Shire,1,Good,Good,0
116060003,116060003,17150,Sutherland Shire,1,Good,Good,0
116070001,116070001,17150,Sutherland Shire,1,Good,Good,0
116070002,116070002,17150,Sutherland Shire,1,Good,Good,0
116070003,116070003,17150,Sutherland Shire,1,Good,Good,0
116070004,116070004,17150,Sutherland Shire,1,Good,Good,0
116070005,116070005,17150,Sutherland Shire,1,Good,Good,0
116080001,116080001,17150,Sutherland Shire,1,Good,Good,0
116080002,116080002,17150,Sutherland Shire,1,Good,Good,0
116090001,116090001,17150,Sutherland Shire,1,Good,Good,0
190999099,POW Capital City undefined (Greater Sydney),19499,No usual address (NSW),1,Good,Good,0
194999499,POW No Fixed Address (NSW),19499,No usual address (NSW),1,Good,Good,0
197999799,Migratory - Offshore - Shipping (NSW),19799,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
198999899,POW State/Territory undefined (NSW),19499,No usual address (NSW),1,Good,Good,0
210010001,210010001,20570,Ballarat,1,Good,Good,0
210010002,210010002,20570,Ballarat,1,Good,Good,0
210010003,210010003,20570,Ballarat,1,Good,Good,0
210010004,210010004,20570,Ballarat,1,Good,Good,0
210013331,210013331,20570,Ballarat,1,Good,Good,0
210013350,210013350,20570,Ballarat,1,Good,Good,0
210023330,210023330,20570,Ballarat,1,Good,Good,0
210023332,210023332,20570,Ballarat,1,Good,Good,0
210023337,210023337,20570,Ballarat,1,Good,Good,0
210023338,210023338,20570,Ballarat,1,Good,Good,0
210023341,210023341,20570,Ballarat,1,Good,Good,0
210023342,210023342,20570,Ballarat,1,Good,Good,0
210023343,210023343,20570,Ballarat,1,Good,Good,0
210023344,210023344,20570,Ballarat,1,Good,Good,0
210023345,210023345,20570,Ballarat,1,Good,Good,0
210023351,210023351,20570,Ballarat,1,Good,Good,0
210033333,210033333,20570,Ballarat,1,Good,Good,0
210033334,210033334,20570,Ballarat,1,Good,Good,0
210033335,210033335,20570,Ballarat,1,Good,Good,0
210033339,210033339,20570,Ballarat,1,Good,Good,0
210033340,210033340,20570,Ballarat,1,Good,Good,0
210033346,210033346,20570,Ballarat,1,Good,Good,0
210033347,210033347,20570,Ballarat,1,Good,Good,0
210033348,210033348,20570,Ballarat,1,Good,Good,0
210033349,210033349,25150,Moorabool,0.0461802,Good,Good,0
210033349,210033349,20570,Ballarat,0.9538198,Good,Good,0
210033361,210033361,20570,Ballarat,1,Good,Good,0
210043327,210043327,20570,Ballarat,1,Good,Good,0
210043328,210043328,20570,Ballarat,1,Good,Good,0
210043329,210043329,20570,Ballarat,1,Good,Good,0
210043336,210043336,20570,Ballarat,1,Good,Good,0
210043366,210043366,20570,Ballarat,1,Good,Good,0
210043367,210043367,20570,Ballarat,1,Good,Good,0
210043368,210043368,20570,Ballarat,1,Good,Good,0
210043369,210043369,20570,Ballarat,1,Good,Good,0
210053363,210053363,20570,Ballarat,1,Good,Good,0
210053364,210053364,20570,Ballarat,1,Good,Good,0
210053365,210053365,25150,Moorabool,0.0489902,Good,Good,0
210053365,210053365,20570,Ballarat,0.9510098,Good,Good,0
210060001,210060001,20570,Ballarat,1,Good,Good,0
210060002,210060002,20570,Ballarat,1,Good,Good,0
210063370,210063370,20570,Ballarat,1,Good,Good,0
210063371,210063371,20570,Ballarat,1,Good,Good,0
210073283,210073283,22490,Golden Plains,1,Good,Good,0
210083352,210083352,20570,Ballarat,1,Good,Good,0
210083353,210083353,20570,Ballarat,1,Good,Good,0
210083354,210083354,20570,Ballarat,1,Good,Good,0
210083356,210083356,20570,Ballarat,1,Good,Good,0
210083358,210083358,20570,Ballarat,1,Good,Good,0
210083359,210083359,20570,Ballarat,1,Good,Good,0
210083360,210083360,20570,Ballarat,1,Good,Good,0
210093377,210093377,25150,Moorabool,1,Good,Good,0
210093381,210093381,25150,Moorabool,1,Good,Good,0
210093383,210093383,25150,Moorabool,1,Good,Good,0
210093384,210093384,25150,Moorabool,1,Good,Good,0
210093385,210093385,25150,Moorabool,1,Good,Good,0
210103362,210103362,20570,Ballarat,1,Good,Good,0
210103374,210103374,22910,Hepburn,1,Good,Good,0
210103375,210103375,25150,Moorabool,0.0156522,Good,Good,0
210103375,210103375,22910,Hepburn,0.9843478,Good,Good,0
210103376,210103376,22910,Hepburn,1,Good,Good,0
210110001,210110001,25150,Moorabool,0.0003187,Good,Good,1
210110001,210110001,22910,Hepburn,0.9996813,Good,Good,0
210110002,210110002,25150,Moorabool,0.1118195,Good,Good,0
210110002,210110002,22910,Hepburn,0.8881805,Good,Good,0
210113372,210113372,22910,Hepburn,1,Good,Good,0
210123386,210123386,20570,Ballarat,0.13439,Good,Good,0
210123386,210123386,25150,Moorabool,0.86561,Good,Good,0
210123387,210123387,25150,Moorabool,1,Good,Good,0
210123388,210123388,22910,Hepburn,0.032107,Good,Good,0
210123388,210123388,25150,Moorabool,0.967893,Good,Good,0
210133392,210133392,22910,Hepburn,0.0000001,Good,Good,1
210133392,210133392,20570,Ballarat,0.025392,Good,Good,0
210133392,210133392,20260,Ararat,0.080751,Good,Good,0
210133392,210133392,25990,Pyrenees,0.8938569,Good,Good,0
210133393,210133393,25990,Pyrenees,1,Good,Good,0
210143394,210143394,20260,Ararat,0.0032316,Good,Good,1
210143394,210143394,20570,Ballarat,0.0835242,Good,Good,0
210143394,210143394,25990,Pyrenees,0.9132442,Good,Good,0
210143395,210143395,25990,Pyrenees,1,Good,Good,0
210153284,210153284,22490,Golden Plains,1,Good,Good,0
210153285,210153285,22490,Golden Plains,1,Good,Good,0
210163506,210163506,21670,Central Goldfields,1,Good,Good,0
210170001,210170001,21670,Central Goldfields,1,Good,Good,0
210170002,210170002,21670,Central Goldfields,1,Good,Good,0
210170003,210170003,23940,Loddon,0.0649273,Good,Good,0
210170003,210170003,21670,Central Goldfields,0.9350727,Good,Good,0
210180001,210180001,22620,Greater Bendigo,1,Good,Good,0
210183436,210183436,22620,Greater Bendigo,1,Good,Good,0
210183441,210183441,22620,Greater Bendigo,1,Good,Good,0
210183442,210183442,22620,Greater Bendigo,1,Good,Good,0
210183445,210183445,22620,Greater Bendigo,1,Good,Good,0
210183446,210183446,22620,Greater Bendigo,1,Good,Good,0
210183447,210183447,22620,Greater Bendigo,1,Good,Good,0
210183448,210183448,22620,Greater Bendigo,1,Good,Good,0
210183449,210183449,22620,Greater Bendigo,1,Good,Good,0
210183450,210183450,22620,Greater Bendigo,1,Good,Good,0
210183452,210183452,22620,Greater Bendigo,1,Good,Good,0
210183453,210183453,22620,Greater Bendigo,1,Good,Good,0
210183454,210183454,22620,Greater Bendigo,1,Good,Good,0
210183455,210183455,22620,Greater Bendigo,1,Good,Good,0
210183456,210183456,22620,Greater Bendigo,1,Good,Good,0
210183457,210183457,22620,Greater Bendigo,1,Good,Good,0
210183458,210183458,22620,Greater Bendigo,1,Good,Good,0
210183468,210183468,22620,Greater Bendigo,1,Good,Good,0
210183483,210183483,22620,Greater Bendigo,1,Good,Good,0
210183499,210183499,22620,Greater Bendigo,1,Good,Good,0
210190001,210190001,22620,Greater Bendigo,1,Good,Good,0
210190002,210190002,22620,Greater Bendigo,1,Good,Good,0
210193459,210193459,22620,Greater Bendigo,1,Good,Good,0
210193460,210193460,22620,Greater Bendigo,1,Good,Good,0
210193461,210193461,22620,Greater Bendigo,1,Good,Good,0
210193462,210193462,22620,Greater Bendigo,1,Good,Good,0
210193463,210193463,22620,Greater Bendigo,1,Good,Good,0
210193464,210193464,22620,Greater Bendigo,1,Good,Good,0
210193465,210193465,22620,Greater Bendigo,1,Good,Good,0
210193466,210193466,22620,Greater Bendigo,1,Good,Good,0
210203473,210203473,22620,Greater Bendigo,1,Good,Good,0
210203474,210203474,22620,Greater Bendigo,1,Good,Good,0
210203475,210203475,22620,Greater Bendigo,1,Good,Good,0
210203476,210203476,22620,Greater Bendigo,1,Good,Good,0
210203477,210203477,22620,Greater Bendigo,1,Good,Good,0
210203480,210203480,22620,Greater Bendigo,1,Good,Good,0
210203481,210203481,22620,Greater Bendigo,1,Good,Good,0
210203482,210203482,22620,Greater Bendigo,1,Good,Good,0
210203486,210203486,22620,Greater Bendigo,1,Good,Good,0
210203502,210203502,22620,Greater Bendigo,1,Good,Good,0
210213469,210213469,22620,Greater Bendigo,1,Good,Good,0
210213470,210213470,22620,Greater Bendigo,1,Good,Good,0
210213471,210213471,22620,Greater Bendigo,1,Good,Good,0
210213478,210213478,22620,Greater Bendigo,1,Good,Good,0
210213479,210213479,22620,Greater Bendigo,1,Good,Good,0
210213504,210213504,22620,Greater Bendigo,1,Good,Good,0
210220001,210220001,22620,Greater Bendigo,1,Good,Good,0
210220002,210220002,22620,Greater Bendigo,1,Good,Good,0
210223437,210223437,22620,Greater Bendigo,1,Good,Good,0
210223438,210223438,22620,Greater Bendigo,1,Good,Good,0
210223439,210223439,22620,Greater Bendigo,1,Good,Good,0
210223467,210223467,22620,Greater Bendigo,1,Good,Good,0
210223472,210223472,22620,Greater Bendigo,1,Good,Good,0
210223493,210223493,22620,Greater Bendigo,1,Good,Good,0
210223494,210223494,22620,Greater Bendigo,1,Good,Good,0
210223495,210223495,22620,Greater Bendigo,1,Good,Good,0
210223496,210223496,22620,Greater Bendigo,1,Good,Good,0
210223497,210223497,22620,Greater Bendigo,1,Good,Good,0
210223498,210223498,22620,Greater Bendigo,1,Good,Good,0
210223501,210223501,22620,Greater Bendigo,1,Good,Good,0
210233500,210233500,22620,Greater Bendigo,1,Good,Good,0
210243503,210243503,22620,Greater Bendigo,1,Good,Good,0
210243505,210243505,22620,Greater Bendigo,1,Good,Good,0
210250001,210250001,22620,Greater Bendigo,1,Good,Good,0
210250002,210250002,22620,Greater Bendigo,1,Good,Good,0
210250003,210250003,22620,Greater Bendigo,1,Good,Good,0
210253485,210253485,22620,Greater Bendigo,1,Good,Good,0
210253487,210253487,22620,Greater Bendigo,1,Good,Good,0
210253488,210253488,22620,Greater Bendigo,1,Good,Good,0
210253490,210253490,22620,Greater Bendigo,1,Good,Good,0
210263510,210263510,23940,Loddon,0.027788,Good,Good,0
210263510,210263510,22620,Greater Bendigo,0.972212,Good,Good,0
210263511,210263511,25430,Mount Alexander,0.0045734,Good,Good,1
210263511,210263511,22620,Greater Bendigo,0.9954266,Good,Good,0
210273520,210273520,25430,Mount Alexander,1,Good,Good,0
210273522,210273522,25430,Mount Alexander,1,Good,Good,0
210280001,210280001,22620,Greater Bendigo,0.1088321,Good,Good,0
210280001,210280001,25430,Mount Alexander,0.8911679,Good,Good,0
210280002,210280002,23940,Loddon,0.0000006,Good,Good,1
210280002,210280002,25430,Mount Alexander,0.9999994,Good,Good,0
210283521,210283521,21670,Central Goldfields,0.0000001,Good,Good,1
210283521,210283521,25430,Mount Alexander,0.9999999,Good,Good,0
210283523,210283523,22620,Greater Bendigo,0.0593505,Good,Good,0
210283523,210283523,25430,Mount Alexander,0.9406495,Good,Good,0
210283525,210283525,25430,Mount Alexander,1,Good,Good,0
210293508,210293508,22620,Greater Bendigo,1,Good,Good,0
210293509,210293509,22620,Greater Bendigo,1,Good,Good,0
210293512,210293512,22620,Greater Bendigo,1,Good,Good,0
210300001,210300001,25430,Mount Alexander,0.0074167,Good,Good,1
210300001,210300001,24130,Macedon Ranges,0.9925833,Good,Good,0
210300002,210300002,24130,Macedon Ranges,1,Good,Good,0
210303526,210303526,24130,Macedon Ranges,1,Good,Good,0
210310001,210310001,24130,Macedon Ranges,1,Good,Good,0
210310002,210310002,24130,Macedon Ranges,1,Good,Good,0
210313543,210313543,24130,Macedon Ranges,1,Good,Good,0
210323513,210323513,22620,Greater Bendigo,1,Good,Good,0
210323514,210323514,23940,Loddon,0.0464907,Good,Good,0
210323514,210323514,22620,Greater Bendigo,0.9535093,Good,Good,0
210323515,210323515,23940,Loddon,0.0000006,Good,Good,1
210323515,210323515,22620,Greater Bendigo,0.9999994,Good,Good,0
210330001,210330001,23940,Loddon,1,Good,Good,0
210333516,210333516,23940,Loddon,1,Good,Good,0
210333518,210333518,23940,Loddon,1,Good,Good,0
210333519,210333519,23940,Loddon,1,Good,Good,0
210340001,210340001,22490,Golden Plains,1,Good,Good,0
210340002,210340002,22490,Golden Plains,1,Good,Good,0
210350001,210350001,22490,Golden Plains,1,Good,Good,0
210353286,210353286,22490,Golden Plains,1,Good,Good,0
210353290,210353290,22490,Golden Plains,1,Good,Good,0
210363274,210363274,26490,Surf Coast,1,Good,Good,0
210363275,210363275,26490,Surf Coast,1,Good,Good,0
210373239,210373239,22750,Greater Geelong,1,Good,Good,0
210373240,210373240,22750,Greater Geelong,1,Good,Good,0
210373241,210373241,22750,Greater Geelong,1,Good,Good,0
210373242,210373242,22750,Greater Geelong,1,Good,Good,0
210373243,210373243,22750,Greater Geelong,1,Good,Good,0
210373244,210373244,22750,Greater Geelong,1,Good,Good,0
210373245,210373245,22750,Greater Geelong,1,Good,Good,0
210373252,210373252,22750,Greater Geelong,1,Good,Good,0
210383164,210383164,22750,Greater Geelong,1,Good,Good,0
210383165,210383165,22750,Greater Geelong,1,Good,Good,0
210383166,210383166,22750,Greater Geelong,1,Good,Good,0
210383167,210383167,22750,Greater Geelong,1,Good,Good,0
210383169,210383169,22750,Greater Geelong,1,Good,Good,0
210383178,210383178,22750,Greater Geelong,1,Good,Good,0
210383179,210383179,22750,Greater Geelong,1,Good,Good,0
210383180,210383180,22750,Greater Geelong,1,Good,Good,0
210383181,210383181,22750,Greater Geelong,1,Good,Good,0
210383182,210383182,22750,Greater Geelong,1,Good,Good,0
210383183,210383183,22750,Greater Geelong,1,Good,Good,0
210383185,210383185,22750,Greater Geelong,1,Good,Good,0
210383187,210383187,22750,Greater Geelong,1,Good,Good,0
210383189,210383189,22750,Greater Geelong,1,Good,Good,0
210390001,210390001,22750,Greater Geelong,1,Good,Good,0
